HOUSE NUMBER,STREET,ZIPCODE,PROPERTY CLASS CODE DESCRIPTION,FRONT,DEPTH,HOUSE NUMBER STREET ZIPCODE
153,MILBURN,14212,DOWNTOWN ROW TYPE (DETACHED),30.00,132.00,153 MILBURN 14212
171,MILLER,14211,TWO FAMILY DWELLING,30.00,97.00,171 MILLER 14211
365,WINSPEAR,14215,ONE FAMILY DWELLING,32.00,110.00,365 WINSPEAR 14215
98,MILLER,14212,ONE FAMILY DWELLING,35.00,97.00,98 MILLER 14212
65,MOHR ST,14212,TWO FAMILY DWELLING,27.50,90.00,65 MOHR ST 14212
102,MOHR ST,14212,TWO FAMILY DWELLING,30.00,120.00,102 MOHR ST 14212
142,MOHR ST,14212,MULTIPLE RESIDENCES,30.00,120.00,142 MOHR ST 14212
117,PECK,14212,ONE FAMILY DWELLING,30.00,99.30,117 PECK 14212
119,PECK,14212,MULTIPLE RESIDENCES,30.00,99.30,119 PECK 14212
38,PECK,14212,TWO FAMILY DWELLING,30.00,106.68,38 PECK 14212
44,PECK,14212,TWO FAMILY DWELLING,30.00,106.68,44 PECK 14212
64,PECK,14212,TWO FAMILY DWELLING,60.00,106.68,64 PECK 14212
383,WYOMING,14215,ONE FAMILY DWELLING,40.00,130.00,383 WYOMING 14215
68,PECK,14212,RESIDENTIAL VACANT LAND,28.00,106.68,68 PECK 14212
106,PECK,14212,ONE FAMILY DWELLING,30.00,107.30,106 PECK 14212
429,WYOMING,14215,ONE FAMILY DWELLING,40.00,130.00,429 WYOMING 14215
110,PECK,14212,TWO FAMILY DWELLING,30.00,107.30,110 PECK 14212
11,PERSON,14212,APARTMENT,30.00,132.00,11 PERSON 14212
261,PERSON,14212,TWO FAMILY DWELLING,25.00,93.00,261 PERSON 14212
455,NORFOLK,14215,TWO FAMILY DWELLING,40.00,108.94,455 NORFOLK 14215
230,PERSON,14212,TWO FAMILY DWELLING,30.00,172.60,230 PERSON 14212
234,PERSON,14212,ONE FAMILY DWELLING,30.00,172.60,234 PERSON 14212
59,QUINCY,14212,TWO FAMILY DWELLING,30.00,100.00,59 QUINCY 14212
91,QUINCY,14212,ONE FAMILY DWELLING,30.00,100.00,91 QUINCY 14212
113,QUINCY,14212,RESIDENTIAL VACANT LAND,30.00,100.00,113 QUINCY 14212
482,WYOMING,14215,RESIDENTIAL VACANT LAND,35.00,120.00,482 WYOMING 14215
124,RUHLAND,14211,RESIDENTIAL VACANT LAND,30.00,107.00,124 RUHLAND 14211
353,CORNWALL,14215,RESIDENTIAL VACANT LAND,35.00,125.00,353 CORNWALL 14215
117,ST JOSEPH,14211,ONE FAMILY DWELLING,30.00,100.00,117 ST JOSEPH 14211
72,ST JOSEPH,14211,ONE FAMILY DWELLING,30.00,123.00,72 ST JOSEPH 14211
326,CORNWALL,14215,TWO FAMILY DWELLING,32.00,125.00,326 CORNWALL 14215
71,SCHUTRUM,14212,TWO FAMILY DWELLING,30.00,110.00,71 SCHUTRUM 14212
332,CORNWALL,14215,RESIDENTIAL VACANT LAND,32.00,125.00,332 CORNWALL 14215
70,SCHUTRUM,14212,TWO FAMILY DWELLING,28.66,88.00,70 SCHUTRUM 14212
76,SCHUTRUM,14212,TWO FAMILY DWELLING,30.00,110.00,76 SCHUTRUM 14212
98,SCHUTRUM,14212,ONE FAMILY DWELLING,30.00,110.00,98 SCHUTRUM 14212
138,SCHUTRUM,14212,MULTIPLE RESIDENCES,66.00,150.00,138 SCHUTRUM 14212
13,OLYMPIC,14215,RELIGIOUS,34.57,0.00,13 OLYMPIC 14215
153,SCOVILLE,14206,RESIDENTIAL VACANT LAND,30.00,129.00,153 SCOVILLE 14206
191,SCOVILLE,14206,ONE FAMILY DWELLING,30.00,129.00,191 SCOVILLE 14206
47,SHEPARD,14212,ONE FAMILY DWELLING,30.00,110.00,47 SHEPARD 14212
125,SHEPARD,14212,ONE FAMILY DWELLING,45.00,110.00,125 SHEPARD 14212
137,SHEPARD,14212,TWO FAMILY DWELLING,73.00,110.00,137 SHEPARD 14212
40,SHEPARD,14212,ONE FAMILY DWELLING,90.00,110.00,40 SHEPARD 14212
54,SHEPARD,14212,TWO FAMILY DWELLING,30.00,110.00,54 SHEPARD 14212
82,BISSELL,14211,RESIDENTIAL VACANT LAND,45.00,105.00,82 BISSELL 14211
96,SHEPARD,14212,TWO FAMILY DWELLING,30.00,110.00,96 SHEPARD 14212
180,OLYMPIC,14215,RESIDENTIAL VACANT LAND,30.00,122.00,180 OLYMPIC 14215
108,SHEPARD,14212,ONE FAMILY DWELLING,30.00,110.00,108 SHEPARD 14212
136,SHEPARD,14212,ONE FAMILY DWELLING,30.00,110.00,136 SHEPARD 14212
34,MIDWAY,14215,RESIDENTIAL VACANT LAND,31.00,110.00,34 MIDWAY 14215
476,DARTMOUTH,14215,ONE FAMILY DWELLING,35.00,108.00,476 DARTMOUTH 14215
62,SWINBURNE,14212,TWO FAMILY DWELLING,30.00,115.00,62 SWINBURNE 14212
506,DARTMOUTH,14215,ONE FAMILY DWELLING,32.00,108.00,506 DARTMOUTH 14215
477,OLYMPIC,14215,ONE FAMILY DWELLING,49.47,117.00,477 OLYMPIC 14215
82,SWINBURNE,14212,TWO FAMILY DWELLING,30.00,115.00,82 SWINBURNE 14212
1168,SYCAMORE,14211,COMMERCIAL VACANT LAND,86.50,506.00,1168 SYCAMORE 14211
1212,SYCAMORE,14211,TWO FAMILY DWELLING,29.83,0.00,1212 SYCAMORE 14211
1307,SYCAMORE,14211,TWO FAMILY DWELLING,34.74,0.00,1307 SYCAMORE 14211
59,BURGARD,14211,TWO FAMILY DWELLING,37.50,130.00,59 BURGARD 14211
1387,SYCAMORE,14211,DOWNTOWN ROW TYPE (DETACHED),34.74,0.00,1387 SYCAMORE 14211
47,THOMAS,14206,TWO FAMILY DWELLING,30.00,115.00,47 THOMAS 14206
225,BURGARD,14211,RESIDENTIAL VACANT LAND,30.00,111.00,225 BURGARD 14211
231,BURGARD,14211,RESIDENTIAL VACANT LAND,35.00,111.00,231 BURGARD 14211
4,THOMAS,14206,DOWNTOWN ROW TYPE (DETACHED),36.85,115.00,4 THOMAS 14206
6,THOMAS,14206,TWO FAMILY DWELLING,30.00,115.00,6 THOMAS 14206
255,BURGARD,14211,ONE FAMILY DWELLING,34.00,114.00,255 BURGARD 14211
10,THOMAS,14206,TWO FAMILY DWELLING,30.00,115.00,10 THOMAS 14206
34,BURGARD,14211,ONE FAMILY DWELLING,30.00,133.00,34 BURGARD 14211
53,TITUS,14212,ONE FAMILY DWELLING,30.00,97.00,53 TITUS 14212
123,TITUS,14212,RESIDENTIAL VACANT LAND,30.00,97.00,123 TITUS 14212
14,TITUS,14212,TWO FAMILY DWELLING,39.70,97.00,14 TITUS 14212
215,WALDEN,14211,COMMERCIAL VACANT LAND,35.00,99.15,215 WALDEN 14211
15,CAMBRIDGE,14215,ONE FAMILY DWELLING,30.00,118.00,15 CAMBRIDGE 14215
233,WALDEN,14211,AUTO BODY AND TIRE SHOPS,60.00,120.00,233 WALDEN 14211
243,WALDEN,14211,DOWNTOWN ROW TYPE (DETACHED),44.87,95.00,243 WALDEN 14211
535,WALDEN,14211,ONE STORY SMALL STRUCTURE,126.33,228.00,535 WALDEN 14211
541,WALDEN,14211,"INNS,LODGES,BOARDING AND ROOMING HOUSES",64.33,114.00,541 WALDEN 14211
553,WALDEN,14211,ONE FAMILY DWELLING,30.00,125.00,553 WALDEN 14211
555,WALDEN,14211,TWO FAMILY DWELLING,32.00,131.00,555 WALDEN 14211
78,WICK,14212,TWO FAMILY DWELLING,30.00,104.00,78 WICK 14212
118,WICK,14212,TWO FAMILY DWELLING,30.00,104.00,118 WICK 14212
987,WILLIAM,14206,RESIDENTIAL VACANT LAND,25.00,109.00,987 WILLIAM 14206
1055,WILLIAM,14206,MISCELLANEOUS SERVICES,105.00,600.57,1055 WILLIAM 14206
117,YOUNG,14212,TWO FAMILY DWELLING,30.00,120.00,117 YOUNG 14212
113,DEERFIELD,14215,TWO FAMILY DWELLING,40.00,125.00,113 DEERFIELD 14215
123,YOUNG,14212,ONE FAMILY DWELLING,30.00,120.00,123 YOUNG 14212
26,CARL,14215,ONE FAMILY DWELLING,30.00,140.00,26 CARL 14215
34,YOUNG,14212,TWO FAMILY DWELLING,40.00,100.00,34 YOUNG 14212
38,YOUNG,14212,APARTMENT,30.00,100.00,38 YOUNG 14212
1255,BAILEY,14206,AUTO DEALERS,125.00,269.00,1255 BAILEY 14206
1267,BAILEY,14206,AUTO DEALERS,58.00,100.00,1267 BAILEY 14206
112,CARL,14215,RESIDENTIAL VACANT LAND,30.00,140.00,112 CARL 14215
1789,BAILEY,14211,TWO FAMILY DWELLING,35.00,120.00,1789 BAILEY 14211
128,CARL,14215,ONE FAMILY DWELLING,30.00,140.00,128 CARL 14215
160,DEERFIELD,14215,TWO FAMILY DWELLING,31.00,125.00,160 DEERFIELD 14215
1801,BAILEY,14211,RESIDENTIAL VACANT LAND,35.00,120.00,1801 BAILEY 14211
1811,BAILEY,14211,TWO FAMILY DWELLING,35.00,120.00,1811 BAILEY 14211
98,ROMA,14215,RESIDENTIAL VACANT LAND,30.00,124.00,98 ROMA 14215
205,BENZINGER,14206,ONE FAMILY DWELLING,30.00,134.00,205 BENZINGER 14206
16,BENZINGER,14206,TWO FAMILY DWELLING,40.00,134.00,16 BENZINGER 14206
152,ROMA,14215,RESIDENTIAL VACANT LAND,30.00,124.00,152 ROMA 14215
898,DELAVAN EAST,14215,TWO FAMILY DWELLING,30.00,125.00,898 DELAVAN EAST 14215
258,CARL,14215,RESIDENTIAL VACANT LAND,40.00,140.00,258 CARL 14215
141,HUMASON,14211,RESIDENTIAL VACANT LAND,30.00,100.00,141 HUMASON 14211
262,CARL,14215,RESIDENTIAL VACANT LAND,30.00,95.00,262 CARL 14215
42,BOGARDUS,14206,MULTIPLE RESIDENCES,30.00,125.00,42 BOGARDUS 14206
48,BOGARDUS,14206,RESIDENTIAL VACANT LAND,50.00,125.00,48 BOGARDUS 14206
90,BRINKMAN,14211,TWO FAMILY DWELLING,70.00,120.00,90 BRINKMAN 14211
22,RICHLAWN,14215,RESIDENTIAL VACANT LAND,30.00,121.00,22 RICHLAWN 14215
299,CABLE,14206,APARTMENT,30.00,100.00,299 CABLE 14206
26,RICHLAWN,14215,RESIDENTIAL VACANT LAND,30.00,121.00,26 RICHLAWN 14215
306,CABLE,14206,ONE FAMILY DWELLING,30.00,100.00,306 CABLE 14206
54,RICHLAWN,14215,RESIDENTIAL VACANT LAND,30.00,121.00,54 RICHLAWN 14215
63,CAMBRIA,14206,ONE FAMILY DWELLING,44.00,0.00,63 CAMBRIA 14206
114,CHAUNCEY,14206,ONE FAMILY DWELLING,43.79,112.00,114 CHAUNCEY 14206
221,KEYSTONE,14211,RESIDENTIAL VACANT LAND,30.00,289.00,221 KEYSTONE 14211
20,CLIFF,14206,ONE FAMILY DWELLING,30.00,100.00,20 CLIFF 14206
1616,CLINTON,14206,COMMERCIAL VACANT LAND,117.00,99.00,1616 CLINTON 14206
2020,CLINTON,14206,TWO FAMILY DWELLING,32.00,125.00,2020 CLINTON 14206
17,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,17 DAVEY 14206
121,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,121 DAVEY 14206
127,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,127 DAVEY 14206
201,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,201 DAVEY 14206
266,KEYSTONE,14211,RESIDENTIAL VACANT LAND,30.00,112.00,266 KEYSTONE 14211
209,DAVEY,14206,TWO FAMILY DWELLING,60.00,134.00,209 DAVEY 14206
268,KEYSTONE,14211,RESIDENTIAL VACANT LAND,30.00,112.00,268 KEYSTONE 14211
283,DAVEY,14206,DOWNTOWN ROW TYPE (DETACHED),34.00,104.00,283 DAVEY 14206
32,DAVEY,14206,ONE FAMILY DWELLING,47.00,134.00,32 DAVEY 14206
106,DAVEY,14206,TWO FAMILY DWELLING,29.00,134.00,106 DAVEY 14206
422,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,422 DAVEY 14206
444,DAVEY,14206,ONE FAMILY DWELLING,30.00,134.00,444 DAVEY 14206
54,DEMPSTER,14206,THREE FAMILY DWELLING,32.00,125.00,54 DEMPSTER 14206
41,MOELLER,14211,RESIDENTIAL VACANT LAND,30.00,105.00,41 MOELLER 14211
103,DEMPSTER,14206,ONE FAMILY DWELLING,30.00,125.00,103 DEMPSTER 14206
45,MOELLER,14211,RESIDENTIAL VACANT LAND,30.00,105.00,45 MOELLER 14211
433,GOETHE,14212,ONE FAMILY DWELLING,30.00,128.00,433 GOETHE 14212
471,GOETHE,14212,ONE FAMILY DWELLING,60.00,128.00,471 GOETHE 14212
1001,FERRY EAST,14211,AUTO BODY AND TIRE SHOPS,50.50,252.00,1001 FERRY EAST 14211
112,GOETHE,14206,TWO FAMILY DWELLING,30.00,129.00,112 GOETHE 14206
393,GOLD,14206,ONE FAMILY DWELLING,30.00,134.00,393 GOLD 14206
447,GOLD,14206,TWO FAMILY DWELLING,30.00,134.00,447 GOLD 14206
138,GOLD,14206,TWO FAMILY DWELLING,30.00,134.00,138 GOLD 14206
304,GOLD,14206,TWO FAMILY DWELLING,30.00,134.00,304 GOLD 14206
362,GOLD,14206,ONE FAMILY DWELLING,34.00,100.00,362 GOLD 14206
129,GREENE,14206,TWO FAMILY DWELLING,30.00,115.00,129 GREENE 14206
30,HENNEPIN,14206,TWO FAMILY DWELLING,34.00,125.00,30 HENNEPIN 14206
450,STOCKBRIDGE,14215,RESIDENTIAL VACANT LAND,30.00,110.00,450 STOCKBRIDGE 14215
64,HENNEPIN,14206,RESIDENTIAL VACANT LAND,60.00,125.00,64 HENNEPIN 14206
61,IDEAL,14206,TWO FAMILY DWELLING,30.00,134.00,61 IDEAL 14206
249,IDEAL,14206,RESIDENTIAL VACANT LAND,30.00,134.00,249 IDEAL 14206
41,SUFFOLK,14215,ONE FAMILY DWELLING,70.00,110.00,41 SUFFOLK 14215
395,IDEAL,14206,TWO FAMILY DWELLING,30.00,134.00,395 IDEAL 14206
45,GOEMBEL,14211,RESIDENTIAL VACANT LAND,30.00,153.00,45 GOEMBEL 14211
417,IDEAL,14206,ONE FAMILY DWELLING,30.00,134.00,417 IDEAL 14206
70,IDEAL,14206,TWO FAMILY DWELLING,30.00,115.00,70 IDEAL 14206
35,FERNHILL,14215,ONE FAMILY DWELLING,30.00,105.00,35 FERNHILL 14215
224,IDEAL,14206,ONE FAMILY DWELLING,28.00,115.00,224 IDEAL 14206
92,GERALD,14215,ONE FAMILY DWELLING,75.00,120.00,92 GERALD 14215
154,GOEMBEL,14211,TWO FAMILY DWELLING,30.00,113.00,154 GOEMBEL 14211
51,KEYSTONE,14211,TWO FAMILY DWELLING,30.00,105.00,51 KEYSTONE 14211
91,KEYSTONE,14211,TWO FAMILY DWELLING,30.00,105.00,91 KEYSTONE 14211
32,KEYSTONE,14211,ONE FAMILY DWELLING,30.00,105.00,32 KEYSTONE 14211
108,KEYSTONE,14211,TWO FAMILY DWELLING,30.00,105.00,108 KEYSTONE 14211
65,LONGNECKER,14206,RESIDENTIAL VACANT LAND,30.00,115.00,65 LONGNECKER 14206
153,LONGNECKER,14206,TWO FAMILY DWELLING,30.00,115.00,153 LONGNECKER 14206
355,LONGNECKER,14206,TWO FAMILY DWELLING,30.00,115.00,355 LONGNECKER 14206
39,SATTLER,14211,RESIDENTIAL VACANT LAND,30.00,113.00,39 SATTLER 14211
350,GOODYEAR,14211,ONE FAMILY DWELLING,30.00,110.00,350 GOODYEAR 14211
1029,LOVEJOY,14206,TWO FAMILY DWELLING,30.00,130.00,1029 LOVEJOY 14206
1211,LOVEJOY,14206,DOWNTOWN ROW TYPE (DETACHED),33.50,146.00,1211 LOVEJOY 14206
471,GRIDER,14215,COMMERCIAL VACANT LAND,28.00,126.00,471 GRIDER 14215
475,GRIDER,14215,TWO FAMILY DWELLING,42.00,126.00,475 GRIDER 14215
182,LUDINGTON,14206,ONE FAMILY DWELLING,28.50,120.00,182 LUDINGTON 14206
218,LUDINGTON,14206,TWO FAMILY DWELLING,33.50,120.00,218 LUDINGTON 14206
87,LUDINGTON,14206,TWO FAMILY DWELLING,45.00,125.00,87 LUDINGTON 14206
161,GRIDER,14215,RESIDENTIAL VACANT LAND,27.00,95.00,161 GRIDER 14215
225,LUDINGTON,14206,TWO FAMILY DWELLING,37.00,120.00,225 LUDINGTON 14206
54,MORELAND,14206,TWO FAMILY DWELLING,30.00,109.00,54 MORELAND 14206
281,WESTON,14215,RESIDENTIAL VACANT LAND,21.00,110.00,281 WESTON 14215
19,HURLOCK,14211,ONE FAMILY DWELLING,30.00,117.00,19 HURLOCK 14211
59,MORELAND,14206,ONE FAMILY DWELLING,30.00,120.00,59 MORELAND 14206
47,OGDEN NORTH,14206,RESIDENTIAL VACANT LAND,39.00,129.00,47 OGDEN NORTH 14206
89,OGDEN NORTH,14206,MULTIPLE RESIDENCES,30.00,129.00,89 OGDEN NORTH 14206
257,OGDEN NORTH,14206,TWO FAMILY DWELLING,30.00,129.00,257 OGDEN NORTH 14206
47,IVY,14211,RESIDENTIAL VACANT LAND,30.00,109.00,47 IVY 14211
337,OGDEN NORTH,14206,SERVICE AND GAS STATIONS,236.75,100.00,337 OGDEN NORTH 14206
62,OGDEN NORTH,14206,ONE FAMILY DWELLING,30.00,135.00,62 OGDEN NORTH 14206
85,IVY,14211,ONE FAMILY DWELLING,31.00,109.00,85 IVY 14211
89,IVY,14211,ONE FAMILY DWELLING,30.00,109.00,89 IVY 14211
220,SUMNER,14211,RESIDENTIAL VACANT LAND,28.00,115.00,220 SUMNER 14211
300,OGDEN NORTH,14206,ONE FAMILY DWELLING,30.00,135.00,300 OGDEN NORTH 14206
316,OGDEN NORTH,14206,TWO FAMILY DWELLING,30.00,135.00,316 OGDEN NORTH 14206
16,PERU,14206,ONE FAMILY DWELLING,30.00,107.00,16 PERU 14206
34,PULASKI,14206,ONE FAMILY DWELLING,30.00,86.00,34 PULASKI 14206
16,REIMAN,14206,ONE FAMILY DWELLING,46.00,120.00,16 REIMAN 14206
83,KILHOFFER,14211,TWO FAMILY DWELLING,30.00,108.00,83 KILHOFFER 14211
81,TEXAS,14215,RESIDENTIAL VACANT LAND,30.00,147.00,81 TEXAS 14215
142,REIMAN,14206,TWO FAMILY DWELLING,28.00,90.00,142 REIMAN 14206
174,REIMAN,14206,TWO FAMILY DWELLING,67.00,100.00,174 REIMAN 14206
60,KILHOFFER,14211,RESIDENTIAL VACANT LAND,30.00,108.00,60 KILHOFFER 14211
75,REIMAN,14206,RESIDENTIAL VACANT LAND,33.50,120.00,75 REIMAN 14206
31,SCHILLER,14206,ONE FAMILY DWELLING,30.00,129.00,31 SCHILLER 14206
217,SCHILLER,14206,ONE FAMILY DWELLING,30.00,129.00,217 SCHILLER 14206
231,SCHILLER,14206,TWO FAMILY DWELLING,50.00,109.00,231 SCHILLER 14206
42,SCHILLER,14206,TWO FAMILY DWELLING,30.00,129.00,42 SCHILLER 14206
196,KILHOFFER,14211,TWO FAMILY DWELLING,51.84,108.00,196 KILHOFFER 14211
328,WYOMING,14215,RESIDENTIAL VACANT LAND,40.00,140.00,328 WYOMING 14215
433,OGDEN SOUTH,14206,ONE FAMILY DWELLING,30.00,113.00,433 OGDEN SOUTH 14206
67,SUMNER,14211,ONE FAMILY DWELLING,34.00,135.00,67 SUMNER 14211
100,SUMNER,14211,ONE FAMILY DWELLING,35.00,120.00,100 SUMNER 14211
508,HEWITT,14215,ONE FAMILY DWELLING,30.00,108.00,508 HEWITT 14215
350,KOONS,14211,RESIDENTIAL VACANT LAND,30.00,113.00,350 KOONS 14211
620,WALDEN,14211,RESIDENTIAL VACANT LAND,24.50,101.00,620 WALDEN 14211
615,WALDEN,14211,DOWNTOWN ROW TYPE (DETACHED),61.26,139.72,615 WALDEN 14211
23,LESLIE,14211,RESIDENTIAL VACANT LAND,30.00,108.00,23 LESLIE 14211
731,WALDEN,14211,DOWNTOWN ROW TYPE (DETACHED),35.57,121.39,731 WALDEN 14211
737,WALDEN,14211,TWO FAMILY DWELLING,71.14,127.00,737 WALDEN 14211
857,WALDEN,14211,TWO FAMILY DWELLING,30.00,150.00,857 WALDEN 14211
417,HEWITT,14215,RESIDENTIAL VACANT LAND,30.00,110.00,417 HEWITT 14215
889,WALDEN,14211,TWO FAMILY DWELLING,35.00,150.00,889 WALDEN 14211
985,WALDEN,14211,TWO FAMILY DWELLING,30.00,150.00,985 WALDEN 14211
29,WEAVER,14206,TWO FAMILY DWELLING,30.00,113.00,29 WEAVER 14206
930,WALDEN,14211,DOWNTOWN ROW TYPE (DETACHED),42.46,0.00,930 WALDEN 14211
13,WARRING,14211,RESIDENTIAL VACANT LAND,30.00,97.00,13 WARRING 14211
43,WEAVER,14206,ONE FAMILY DWELLING,30.00,113.00,43 WEAVER 14206
125,WEAVER,14206,TWO FAMILY DWELLING,30.00,113.00,125 WEAVER 14206
138,MONTANA,14211,TWO FAMILY DWELLING,30.00,105.00,138 MONTANA 14211
31,WARRING,14211,RESIDENTIAL VACANT LAND,30.00,97.00,31 WARRING 14211
193,WEAVER,14206,ONE FAMILY DWELLING,35.00,113.00,193 WEAVER 14206
46,WEAVER,14206,ONE FAMILY DWELLING,60.00,86.00,46 WEAVER 14206
2440,BAILEY,14215,TWO FAMILY DWELLING,30.00,133.00,2440 BAILEY 14215
65,WARRING,14211,RESIDENTIAL VACANT LAND,30.00,97.00,65 WARRING 14211
84,WEAVER,14206,TWO FAMILY DWELLING,30.00,86.00,84 WEAVER 14206
4,WARRING,14211,RESIDENTIAL VACANT LAND,32.27,110.00,4 WARRING 14211
228,ORA WRIGHTER DR,14204,ONE FAMILY DWELLING,20.25,71.00,228 ORA WRIGHTER DR 14204
304,WEIMAR,14206,ONE FAMILY DWELLING,30.00,100.00,304 WEIMAR 14206
350,WEIMAR,14206,ONE FAMILY DWELLING,30.00,100.00,350 WEIMAR 14206
100,ALMA,14215,RESIDENTIAL VACANT LAND,30.00,125.00,100 ALMA 14215
209,WEISS,14206,ONE FAMILY DWELLING,30.00,100.00,209 WEISS 14206
81,WEX,14211,RESIDENTIAL VACANT LAND,30.00,107.30,81 WEX 14211
50,WEBER,14215,RESIDENTIAL VACANT LAND,30.00,133.00,50 WEBER 14215
126,MOSELLE,14211,ONE FAMILY DWELLING,31.00,106.00,126 MOSELLE 14211
92,WEX,14211,TWO FAMILY DWELLING,60.00,105.00,92 WEX 14211
102,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,105.00,102 BARTHEL 14211
112,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,79.00,112 BARTHEL 14211
2112,BAILEY,14211,RESIDENTIAL VACANT LAND,30.00,100.00,2112 BAILEY 14211
102,WEX,14211,ONE FAMILY DWELLING,30.00,105.00,102 WEX 14211
137,BISSELL,14211,TWO FAMILY DWELLING,30.00,110.00,137 BISSELL 14211
58,WHEELOCK,14206,TWO FAMILY DWELLING,30.00,113.00,58 WHEELOCK 14206
171,BISSELL,14211,RESIDENTIAL VACANT LAND,30.00,105.00,171 BISSELL 14211
148,WECKER,14215,RESIDENTIAL VACANT LAND,25.00,117.00,148 WECKER 14215
88,WHEELOCK,14206,ONE FAMILY DWELLING,30.00,113.00,88 WHEELOCK 14206
9,WOOD,14211,TWO FAMILY DWELLING,30.00,105.00,9 WOOD 14211
157,WECKER,14215,RESIDENTIAL VACANT LAND,25.00,115.00,157 WECKER 14215
21,WOOD,14211,ONE FAMILY DWELLING,30.00,105.00,21 WOOD 14211
59,WOOD,14211,ONE FAMILY DWELLING,30.00,105.00,59 WOOD 14211
75,WOOD,14211,ONE FAMILY DWELLING,30.00,105.00,75 WOOD 14211
1232,KENSINGTON,14215,ONE FAMILY DWELLING,30.00,110.00,1232 KENSINGTON 14215
81,WOOD,14211,TWO FAMILY DWELLING,30.00,105.00,81 WOOD 14211
235,WOOD,14211,RESIDENTIAL VACANT LAND,31.00,100.00,235 WOOD 14211
93,WOOD,14211,ONE FAMILY DWELLING,30.00,105.00,93 WOOD 14211
226,WOOD,14211,ONE FAMILY DWELLING,30.00,100.00,226 WOOD 14211
86,WOOD,14211,TWO FAMILY DWELLING,30.00,105.00,86 WOOD 14211
41,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,109.00,41 BARTHEL 14211
47,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,109.00,47 BARTHEL 14211
73,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,109.00,73 BARTHEL 14211
75,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,109.50,75 BARTHEL 14211
309,BOX,14211,RESIDENTIAL VACANT LAND,70.00,118.00,309 BOX 14211
81,ABBOTT,14220,DOWNTOWN ROW TYPE (DETACHED),37.60,85.00,81 ABBOTT 14220
22,ZELMER,14211,RESIDENTIAL VACANT LAND,30.00,115.00,22 ZELMER 14211
28,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,105.00,28 BARTHEL 14211
141,ABBOTT,14220,RESTAURANTS,104.74,128.00,141 ABBOTT 14220
15,ALAMO,14220,TWO FAMILY DWELLING,36.00,125.00,15 ALAMO 14220
46,BARTHEL,14211,RESIDENTIAL VACANT LAND,30.00,105.00,46 BARTHEL 14211
98,ARMBRUSTER,14212,RESIDENTIAL VACANT LAND,30.00,198.00,98 ARMBRUSTER 14212
71,BAITZ,14206,ONE FAMILY DWELLING,30.00,128.00,71 BAITZ 14206
20,CLIFFORD,14210,TWO FAMILY DWELLING,30.00,90.00,20 CLIFFORD 14210
24,CLIFFORD,14210,TWO FAMILY DWELLING,30.00,90.00,24 CLIFFORD 14210
162,ASHLEY,14212,RESIDENTIAL VACANT LAND,26.59,110.00,162 ASHLEY 14212
63,RAPIN,14211,ONE FAMILY DWELLING,40.00,95.00,63 RAPIN 14211
3,CLIFFORD,14210,ONE FAMILY DWELLING,25.50,90.00,3 CLIFFORD 14210
123,ASHLEY,14212,RESIDENTIAL VACANT LAND,33.00,110.00,123 ASHLEY 14212
236,ELK,14210,MANUFACTURING & PROCESSING,198.00,220.00,236 ELK 14210
26,ST LOUIS AVE,14211,TWO FAMILY DWELLING,30.00,110.00,26 ST LOUIS AVE 14211
421,ELK,14210,INDUSTRIAL VACANT LAND,414.08,197.00,421 ELK 14210
983,EXCHANGE,14210,THREE FAMILY DWELLING,30.00,125.00,983 EXCHANGE 14210
68,ST LOUIS AVE,14211,ONE FAMILY DWELLING,30.00,107.00,68 ST LOUIS AVE 14211
995,EXCHANGE,14210,DOWNTOWN ROW TYPE (DETACHED),29.41,117.00,995 EXCHANGE 14210
111,HARRISON,14210,RESIDENTIAL VACANT LAND,60.00,119.00,111 HARRISON 14210
117,HARRISON,14210,RESIDENTIAL VACANT LAND,51.70,119.00,117 HARRISON 14210
59,HEUSSY,14220,TWO FAMILY DWELLING,40.00,0.00,59 HEUSSY 14220
265,CAMBRIDGE,14215,TWO FAMILY DWELLING,30.00,118.00,265 CAMBRIDGE 14215
97,SCHUELE,14215,TWO FAMILY DWELLING,30.00,145.00,97 SCHUELE 14215
61,IMSON,14210,TWO FAMILY DWELLING,30.00,119.00,61 IMSON 14210
56,IMSON,14210,RESIDENTIAL VACANT LAND,30.00,125.00,56 IMSON 14210
69,KIRKOVER,14206,ONE FAMILY DWELLING,30.00,127.00,69 KIRKOVER 14206
13,LESTER,14210,TWO FAMILY DWELLING,30.00,129.00,13 LESTER 14210
253,SCHUELE,14215,RESIDENTIAL VACANT LAND,30.00,149.00,253 SCHUELE 14215
52,BURLINGTON,14215,RESIDENTIAL VACANT LAND,32.00,127.00,52 BURLINGTON 14215
